iteration; latency_ns; latency_ms;
1; 22188747; 22.189;
2; 1118322891; 1118.323;
3; 190067056; 190.067;
4; 999830944; 999.831;
5; 297111533; 297.112;
6; 1508299537; 1508.300;
7; 294073579; 294.074;
8; 397692654; 397.693;
9; 195447003; 195.447;
10; 308465156; 308.465;
