iteration; latency_ns; latency_ms;
1; 1869955379; 1869.955;
2; 1106279454; 1106.279;
3; 592022276; 592.022;
4; 501472188; 501.472;
5; 737740829; 737.741;
6; 659264919; 659.265;
7; 99944808; 99.945;
8; 301295209; 301.295;
9; 190825709; 190.826;
10; 101819230; 101.819;
